"anime_title","anime_premiere","anime_release","anime_nextair","anime_img","anime_badge"
"Tears to Tiara","4/5/2009 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/TT/TT_01_MASTER_300x169.jpg","Dubbed"
"Teasing Master Takagi-san3","1/7/2022 12:00:00 AM","12/28/2021 2:00:00 PM","","//static.hidive.com/titles/TMT/teasing-master-takagi-san_TMT_03_MASTER_300x169.jpg",""
"This Art Club Has a Problem!","7/8/2016 12:00:00 AM","8/27/2019 5:00:00 PM","","//static.hidive.com/titles/ACP/this-art-club-has-a-problem_ACP_01_MASTER_300x169.jpg",NA
"The Thousand Musketeers","7/3/2018 12:00:00 AM","7/3/2018 12:00:00 AM","","//static.hidive.com/titles/TNM/TNM_01_MASTER_300x169.jpg","Exclusive"
"To Heart 2","10/3/2015 12:00:00 AM","11/22/2017 6:00:00 AM","","//static.hidive.com/titles/THR/THR_02_MASTER_300x169.jpg",NA
"To Love Ru","4/3/2008 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/TLR/TLR_MASTER_300x169.jpg","Dubbed"
"To Love Ru Darkness","10/5/2012 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/TLD/TLD_01_MASTER_300x169.jpg","Dubbed"
"To loveru Darkness 2","7/6/2015 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/TLD/TLD_02_MASTER_300x169.jpg","Dubbed"
"Tokyo Magnitude 8.0","7/9/2009 12:00:00 AM","3/1/2018 4:00:00 PM","","//static.hidive.com/titles/MJ-0140/MJ0140_01_MASTER_300x169.jpg","Dubbed"
"Triage X","4/9/2015 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/TRX/TRX_MASTER_300x169.jpg",NA
"Trinity Seven","10/7/2014 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/TRS/TRS_01_MASTER_300x169.jpg","Dubbed"
"Try Knights","7/31/2019 12:00:00 AM","2/20/2020 4:00:00 PM","","//static.hidive.com/titles/TRK/try-knights_TRK_01_MASTER_300x169.jpg",NA
"Tsukipro The Animation","10/4/2017 12:00:00 AM","9/6/2021 1:00:00 PM","","//static.hidive.com/titles/TKP/tsukipro-the-animation-s1_TKP_01_MASTER_300x169.jpg",NA
"Tsukipro The Animation 2","7/7/2021 12:00:00 AM","6/30/2021 1:00:00 PM","","//static.hidive.com/titles/TKP/tsukipro-the-animation-s2_TKP_02_MASTER_300x169.jpg","New Release"
"Tsurune","10/21/2018 12:00:00 AM","11/18/2018 5:00:00 PM","","//static.hidive.com/titles/TRN/TRN_01_MASTER_300x169.jpg","Dubbed"
"Undefeated Bahamut Chronicle","1/11/2016 12:00:00 AM","10/1/2015 5:00:00 AM","","//static.hidive.com/titles/UHB/UHB_01_MASTER_300x169.jpg",NA
"UQ HOLDER!","10/2/2017 12:00:00 AM","9/25/2017 7:15:00 PM","","//static.hidive.com/titles/UQH/UQH_01_MASTER_300x169.jpg","Dubbed"
"Urara Meirocho","1/6/2017 12:00:00 AM","1/7/2017 6:00:00 AM","","//static.hidive.com/titles/UMC/UMC_MASTER_300x169.jpg",NA
"Ushio & Tora","7/3/2015 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/UHT/UHT_MASTER_300x169.jpg","Dubbed"
"Utano Prince Sama 1000%","7/3/2011 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/UPS/UPS_01_MASTER_300x169.jpg",NA
"Utano Prince Sama 2000%","4/4/2013 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/UPS/UPS_02_MASTER_300x169.jpg",NA
"Utano Princesama Legend Star","10/1/2016 12:00:00 AM","10/1/2016 12:00:00 AM","","//static.hidive.com/titles/UPS/UPS_04_MASTER_300x169.jpg",NA
"Utano Princesama Revolutions","4/5/2015 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/UPS/UPS_03_MASTER_300x169.jpg",NA
"Utawarerumono -The False Faces-","10/4/2015 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/UWM/UWM_01_MASTER_300x169.jpg","Dubbed"
"Val x Love","10/5/2019 12:00:00 AM","9/30/2019 5:00:00 PM","","//static.hidive.com/titles/VXL/val-x-love_VXL_01_MASTER_300x169_01.jpg",NA
"Valerian & Laureline","10/20/2007 12:00:00 AM","7/18/2017 12:00:00 AM","","//static.hidive.com/titles/VAL/VAL_01_MASTER_300x169.jpg","Dubbed"
"Vatican Miracle Examiner","7/7/2017 12:00:00 AM","6/30/2017 5:00:00 PM","","//static.hidive.com/titles/VME/vatican-miracle-examiner_VME_MASTER_300x169.jpg",NA
"Waccha PriMagi!","10/3/2021 12:00:00 AM","9/27/2021 1:00:00 PM","3/13/2022 2:00:00 AM","//static.hidive.com/titles/WPM/waccha-primagi_WPM_01_MASTER_300x169.jpg","Tomorrow"
"Waiting in the Summer","1/10/2012 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/ANM/ANM_MASTER_300x169.jpg","Dubbed"
"Wakaba Girl","7/3/2015 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/WKG/WKG_MASTER_300x169.jpg",NA
"Wake Up, Girls!","1/10/2014 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/WUG/WUG_01_MASTER_300x169.jpg",NA
"Wandaba Style","4/5/2003 12:00:00 AM","5/15/2019 5:00:00 PM","","//static.hidive.com/titles/WNS/WNS_01_MASTER_300x169.jpg","Dubbed"
"Wasteful Days of High School Girls","7/5/2019 12:00:00 AM","7/1/2019 5:00:00 PM","","//static.hidive.com/titles/WDG/wasteful-days-of-high-school-girls_WDG_01_MASTER_300x169_04.jpg","Dubbed"
"WATAMOTE: No Matter How I Look At It, It's You Guys' Fault I'm Not Popular!","7/8/2013 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/WAT/WAT_MASTER_300x169.jpg","Dubbed"
"We Never Learn!: BOKUBEN","4/6/2019 12:00:00 AM","11/6/2019 5:00:00 PM","","//static.hidive.com/titles/WNL/we-never-learn-bokuben_WNL_01_MASTER_300x169.jpg",NA
"We Never Learn!: BOKUBEN Season 2!","10/5/2019 12:00:00 AM","10/4/2019 5:00:00 PM","","//static.hidive.com/titles/WNL/we-never-learn-bokuben-s2_WNL_02_MASTER_300x169_02.jpg",NA
"We Rent Tsukumogami","7/22/2018 12:00:00 AM","2/17/2020 5:00:00 PM","","//static.hidive.com/titles/WRT/we-rent-tsukumogami_WRT_01_MASTER_300x169.jpg",NA
"When Supernatural Battles Became Commonplace","10/6/2014 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/WSC/WSC_01_MASTER_300x169.jpg","Dubbed"
"When They Cry","4/5/2006 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/WTC/when-they-cry_WTC_MASTER_300x169_00.jpg","Dubbed"
"When They Cry Kai","7/5/2007 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/WTC/when-they-cry-2_WTC_MASTER_300x169_00.jpg",NA
"Why the Hell are You Here, Teacher!?","4/7/2019 12:00:00 AM","4/1/2019 5:00:00 PM","","//static.hidive.com/titles/WHT/why-the-hell-are-you-here-teacher_WHT_01_MASTER_300x169_02.jpg","Dubbed"
"Wish Upon the Pleiades","4/9/2015 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/WUP/WUP_MASTER_300x169.jpg",NA
"The World God Only Knows","10/6/2010 12:00:00 AM","1/24/2012 12:00:00 AM","","//static.hidive.com/titles/WGK/WGK_01_MASTER_300x169.jpg","Dubbed"
"The World God Only Knows II","4/11/2011 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/WGK/WGK_02_MASTER_300x169.jpg","Dubbed"
"W'Z","1/5/2019 12:00:00 AM","1/3/2019 6:00:00 PM","","//static.hidive.com/titles/WZZ/WZZ_01_MASTER_300x169.jpg",NA
"Yamishibai: Japanese Ghost Stories","7/14/2013 12:00:00 AM","10/20/2016 12:00:00 AM","","//static.hidive.com/titles/YMB/YMB_01_MASTER_300x169.jpg",NA
"Yamishibai: Japanese Ghost Stories S2","7/9/2014 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/YMB/YMB_02_MASTER_300x169.jpg",NA
"Young Black Jack","10/2/2015 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/YBJ/YBJ_01_MASTER_300x169.jpg",NA
"You're Under Arrest","9/24/1994 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/YUA/YUA_01_MASTER_300x169.jpg","Dubbed"
"You're Under Arrest: Fast and Furious","4/7/2001 12:00:00 AM","7/31/2019 5:00:00 PM","","//static.hidive.com/titles/YUA/YUA_02_MASTER_300x169.jpg",NA
"You're Under Arrest: Full Throttle","10/4/2007 12:00:00 AM","7/31/2019 5:00:00 PM","","//static.hidive.com/titles/YUA/YUA_03_MASTER_300x169.jpg",NA
"Yozakura Quartet","10/2/2008 12:00:00 AM","3/14/2018 10:00:00 PM","","//static.hidive.com/titles/YQ/YQ_01_MASTER_300x169.jpg",NA
"Yuki Yuna is a Hero","10/17/2014 12:00:00 AM","10/8/2021 1:00:00 PM","","//static.hidive.com/titles/YYH/yuki-yuna-is-a-hero_YYH_01_MASTER_300x169.jpg","Dubbed"
"Yuki Yuna is a Hero: The Hero Chapter","11/25/2017 12:00:00 AM","10/15/2021 1:00:00 PM","","//static.hidive.com/titles/YYH/yuki-yuna-is-a-hero_YYH_02_Hero_MASTER_300x169.jpg",NA
"Yuki Yuna is a Hero: The Washio Sumi Chapter","10/7/2017 12:00:00 AM","10/15/2021 1:00:00 PM","","//static.hidive.com/titles/YYH/yuki-yuna-is-a-hero_YYH_02_Washio_MASTER_300x169.jpg",NA
"Yuki Yuna Is a Hero: Great Mankai Chapter","10/1/2021 12:00:00 AM","9/24/2021 1:00:00 PM","","//static.hidive.com/titles/YYH/yuki-yuna-is-a-hero-great-mankai-chapter_YYH_03_MASTER_300x169.jpg","Exclusive"
"Yumeiro Patissiere","10/4/2009 12:00:00 AM","10/21/2019 5:00:00 PM","","//static.hidive.com/titles/YMP/yumeiro-patissiere_YMP_01_MASTER_300x169.jpg",NA
"Yumeiro Patissiere SP Professional","10/3/2010 12:00:00 AM","1/14/2020 3:00:00 PM","","//static.hidive.com/titles/YMP/yumeiro-patissiere-sp-professional_YMP_02_MASTER_300x169.jpg",NA
"Yuyushiki","4/9/2013 12:00:00 AM","10/1/2016 5:00:00 AM","","//static.hidive.com/titles/YYS/YYS_MASTER_300x169.jpg",NA
"Z/X: Code Reunion","10/8/2019 12:00:00 AM","10/3/2019 5:00:00 PM","","//static.hidive.com/titles/ZXC/zx-code-reunion_ZXC_01_MASTER_300x169.jpg",NA
